"SampleID"	"location"	"pedigree"	"rep_number"	"plot_number"	"Corrected_pedigree"	"Sub"	"Grower"	"Day.before.extract"	"Date.Received"	"Date.Reported"	"E.Depth"	"X1.1.Soil.pH"	"WDRF.Buffer.pH"	"X1.1.S.Salts.mmho.cm"	"Texture.No"	"Organic.Matter.LOI.."	"Nitrate.N.ppm.N"	"lbs.N.A"	"Potassium.ppm.K"	"Sulfate.S.ppm.S"	"Calcium.ppm.Ca"	"Magnesium.ppm.Mg"	"Sodium.ppm.Na"	"CEC.Sum.of.Cations.me.100g"	"X.H.Sat"	"X.K.Sat"	"X.Ca.Sat"	"X.Mg.Sat"	"X.Na.Sat"	"Mehlich.P.III.ppm.P"	"X..Sand"	"X..Silt"	"X..Clay"	"Texture"	"Temperature..C..x"	"Dew.Point..C..x"	"Relative.Humidity.....x"	"Wind.Speed..m.s..x"	"Wind.Direction..degrees..x"	"Wind.Gust..m.s..x"	"Soil.Temperature..C..x"	"Soil.Moisture...VWC..x"	"Solar.Radiation..W.m2..x"	"Rainfall..mm..x"	"Temperature..C..y"	"Dew.Point..C..y"	"Relative.Humidity.....y"	"Wind.Speed..m.s..y"	"Wind.Direction..degrees..y"	"Wind.Gust..m.s..y"	"Soil.Temperature..C..y"	"Soil.Moisture...VWC..y"	"Solar.Radiation..W.m2..y"	"Rainfall..mm..y"
"IAH2-1-238"	"IAH2"	"PHG39/PHN82"	1	238	"PHG39/PHN82"	"N"	"Jode Edwards"	2	"08/22/19"	"08/26/19"	8	5.9	6.4	0.16	2	4.7	22.1	53	281	10.7	2847	350	9	23.6	24	3	60	12	0	58	40	28	32	"Clay Loam"	18.5481710213777	12.1190709949855	70.4619424650303	1.07373083024855	181.184659090909	2.77080496173133	17.5681446291898	44.3144562334218	898841	314.96	18.5481710213777	12.1190709949855	70.4619424650303	1.07373083024855	181.184659090909	2.77080496173133	17.5681446291898	44.3144562334218	898841	314.96
"IAH2-1-254"	"IAH2"	"F42/MO17"	1	254	"F42/MO17"	"N"	"Jode Edwards"	2	"08/22/19"	"08/26/19"	8	5.9	6.4	0.16	2	4.7	22.1	53	281	10.7	2847	350	9	23.6	24	3	60	12	0	58	40	28	32	"Clay Loam"	18.5481710213777	12.1190709949855	70.4619424650303	1.07373083024855	181.184659090909	2.77080496173133	17.5681446291898	44.3144562334218	898841	314.96	18.5481710213777	12.1190709949855	70.4619424650303	1.07373083024855	181.184659090909	2.77080496173133	17.5681446291898	44.3144562334218	898841	314.96
"IAH2-1-27"	"IAH2"	"CG119/CG108"	1	27	"CG119/CG108"	"N"	"Jode Edwards"	2	"08/22/19"	"08/26/19"	8	5.9	6.4	0.16	2	4.7	22.1	53	281	10.7	2847	350	9	23.6	24	3	60	12	0	58	40	28	32	"Clay Loam"	18.5481710213777	12.1190709949855	70.4619424650303	1.07373083024855	181.184659090909	2.77080496173133	17.5681446291898	44.3144562334218	898841	314.96	18.5481710213777	12.1190709949855	70.4619424650303	1.07373083024855	181.184659090909	2.77080496173133	17.5681446291898	44.3144562334218	898841	314.96
"IAH2-1-321"	"IAH2"	"LH74/PHN82"	1	321	"LH74/PHN82"	"N"	"Jode Edwards"	2	"08/22/19"	"08/26/19"	8	5.9	6.4	0.16	2	4.7	22.1	53	281	10.7	2847	350	9	23.6	24	3	60	12	0	58	40	28	32	"Clay Loam"	18.5481710213777	12.1190709949855	70.4619424650303	1.07373083024855	181.184659090909	2.77080496173133	17.5681446291898	44.3144562334218	898841	314.96	18.5481710213777	12.1190709949855	70.4619424650303	1.07373083024855	181.184659090909	2.77080496173133	17.5681446291898	44.3144562334218	898841	314.96
"IAH2-1-345"	"IAH2"	"2369/LH123HT"	1	345	"2369/LH123HT"	"N"	"Jode Edwards"	2	"08/22/19"	"08/26/19"	8	5.9	6.4	0.16	2	4.7	22.1	53	281	10.7	2847	350	9	23.6	24	3	60	12	0	58	40	28	32	"Clay Loam"	18.5481710213777	12.1190709949855	70.4619424650303	1.07373083024855	181.184659090909	2.77080496173133	17.5681446291898	44.3144562334218	898841	314.96	18.5481710213777	12.1190709949855	70.4619424650303	1.07373083024855	181.184659090909	2.77080496173133	17.5681446291898	44.3144562334218	898841	314.96
"IAH2-1-349"	"IAH2"	"B37/H95"	1	349	"B37/H95"	"N"	"Jode Edwards"	2	"08/22/19"	"08/26/19"	8	5.9	6.4	0.16	2	4.7	22.1	53	281	10.7	2847	350	9	23.6	24	3	60	12	0	58	40	28	32	"Clay Loam"	18.5481710213777	12.1190709949855	70.4619424650303	1.07373083024855	181.184659090909	2.77080496173133	17.5681446291898	44.3144562334218	898841	314.96	18.5481710213777	12.1190709949855	70.4619424650303	1.07373083024855	181.184659090909	2.77080496173133	17.5681446291898	44.3144562334218	898841	314.96
"IAH2-1-378"	"IAH2"	"B73/MO17"	1	378	"B73/MO17"	"N"	"Jode Edwards"	2	"08/22/19"	"08/26/19"	8	5.9	6.4	0.16	2	4.7	22.1	53	281	10.7	2847	350	9	23.6	24	3	60	12	0	58	40	28	32	"Clay Loam"	18.5481710213777	12.1190709949855	70.4619424650303	1.07373083024855	181.184659090909	2.77080496173133	17.5681446291898	44.3144562334218	898841	314.96	18.5481710213777	12.1190709949855	70.4619424650303	1.07373083024855	181.184659090909	2.77080496173133	17.5681446291898	44.3144562334218	898841	314.96
"IAH2-1-379"	"IAH2"	"B14A/H95"	1	379	"B14A/H95"	"N"	"Jode Edwards"	2	"08/22/19"	"08/26/19"	8	5.9	6.4	0.16	2	4.7	22.1	53	281	10.7	2847	350	9	23.6	24	3	60	12	0	58	40	28	32	"Clay Loam"	18.5481710213777	12.1190709949855	70.4619424650303	1.07373083024855	181.184659090909	2.77080496173133	17.5681446291898	44.3144562334218	898841	314.96	18.5481710213777	12.1190709949855	70.4619424650303	1.07373083024855	181.184659090909	2.77080496173133	17.5681446291898	44.3144562334218	898841	314.96
"IAH2-1-424"	"IAH2"	"CG44/CGR01"	1	424	"CG44/CGR01"	"N"	"Jode Edwards"	2	"08/22/19"	"08/26/19"	8	5.9	6.4	0.16	2	4.7	22.1	53	281	10.7	2847	350	9	23.6	24	3	60	12	0	58	40	28	32	"Clay Loam"	18.5481710213777	12.1190709949855	70.4619424650303	1.07373083024855	181.184659090909	2.77080496173133	17.5681446291898	44.3144562334218	898841	314.96	18.5481710213777	12.1190709949855	70.4619424650303	1.07373083024855	181.184659090909	2.77080496173133	17.5681446291898	44.3144562334218	898841	314.96
"IAH2-1-431"	"IAH2"	"PHW52/PHN82"	1	431	"PHW52/PHN82"	"N"	"Jode Edwards"	2	"08/22/19"	"08/26/19"	8	5.9	6.4	0.16	2	4.7	22.1	53	281	10.7	2847	350	9	23.6	24	3	60	12	0	58	40	28	32	"Clay Loam"	18.5481710213777	12.1190709949855	70.4619424650303	1.07373083024855	181.184659090909	2.77080496173133	17.5681446291898	44.3144562334218	898841	314.96	18.5481710213777	12.1190709949855	70.4619424650303	1.07373083024855	181.184659090909	2.77080496173133	17.5681446291898	44.3144562334218	898841	314.96
"IAH2-1-44"	"IAH2"	"B37/OH43"	1	44	"B37/OH43"	"N"	"Jode Edwards"	2	"08/22/19"	"08/26/19"	8	5.9	6.4	0.16	2	4.7	22.1	53	281	10.7	2847	350	9	23.6	24	3	60	12	0	58	40	28	32	"Clay Loam"	18.5481710213777	12.1190709949855	70.4619424650303	1.07373083024855	181.184659090909	2.77080496173133	17.5681446291898	44.3144562334218	898841	314.96	18.5481710213777	12.1190709949855	70.4619424650303	1.07373083024855	181.184659090909	2.77080496173133	17.5681446291898	44.3144562334218	898841	314.96
"IAH2-1-452"	"IAH2"	"PHW52/PHM49"	1	452	"PHW52/PHM49"	"N"	"Jode Edwards"	2	"08/22/19"	"08/26/19"	8	5.9	6.4	0.16	2	4.7	22.1	53	281	10.7	2847	350	9	23.6	24	3	60	12	0	58	40	28	32	"Clay Loam"	18.5481710213777	12.1190709949855	70.4619424650303	1.07373083024855	181.184659090909	2.77080496173133	17.5681446291898	44.3144562334218	898841	314.96	18.5481710213777	12.1190709949855	70.4619424650303	1.07373083024855	181.184659090909	2.77080496173133	17.5681446291898	44.3144562334218	898841	314.96
"IAH2-1-5"	"IAH2"	"B37/MO17"	1	5	"B37/MO17"	"N"	"Jode Edwards"	2	"08/22/19"	"08/26/19"	8	5.9	6.4	0.16	2	4.7	22.1	53	281	10.7	2847	350	9	23.6	24	3	60	12	0	58	40	28	32	"Clay Loam"	18.5481710213777	12.1190709949855	70.4619424650303	1.07373083024855	181.184659090909	2.77080496173133	17.5681446291898	44.3144562334218	898841	314.96	18.5481710213777	12.1190709949855	70.4619424650303	1.07373083024855	181.184659090909	2.77080496173133	17.5681446291898	44.3144562334218	898841	314.96
"IAH2-1-85"	"IAH2"	"B14A/OH43"	1	85	"B14A/OH43"	"N"	"Jode Edwards"	2	"08/22/19"	"08/26/19"	8	5.9	6.4	0.16	2	4.7	22.1	53	281	10.7	2847	350	9	23.6	24	3	60	12	0	58	40	28	32	"Clay Loam"	18.5481710213777	12.1190709949855	70.4619424650303	1.07373083024855	181.184659090909	2.77080496173133	17.5681446291898	44.3144562334218	898841	314.96	18.5481710213777	12.1190709949855	70.4619424650303	1.07373083024855	181.184659090909	2.77080496173133	17.5681446291898	44.3144562334218	898841	314.96
"IAH2-1-94"	"IAH2"	"B14A/MO17"	1	94	"B14A/MO17"	"N"	"Jode Edwards"	2	"08/22/19"	"08/26/19"	8	5.9	6.4	0.16	2	4.7	22.1	53	281	10.7	2847	350	9	23.6	24	3	60	12	0	58	40	28	32	"Clay Loam"	18.5481710213777	12.1190709949855	70.4619424650303	1.07373083024855	181.184659090909	2.77080496173133	17.5681446291898	44.3144562334218	898841	314.96	18.5481710213777	12.1190709949855	70.4619424650303	1.07373083024855	181.184659090909	2.77080496173133	17.5681446291898	44.3144562334218	898841	314.96
"IAH2-2-542"	"IAH2"	"F42/H95"	2	542	"F42/H95"	"N"	"Jode Edwards"	2	"08/22/19"	"08/26/19"	8	5.9	6.4	0.16	2	4.7	22.1	53	281	10.7	2847	350	9	23.6	24	3	60	12	0	58	40	28	32	"Clay Loam"	18.5481710213777	12.1190709949855	70.4619424650303	1.07373083024855	181.184659090909	2.77080496173133	17.5681446291898	44.3144562334218	898841	314.96	18.5481710213777	12.1190709949855	70.4619424650303	1.07373083024855	181.184659090909	2.77080496173133	17.5681446291898	44.3144562334218	898841	314.96
"IAH2-2-562"	"IAH2"	"B14A/OH43"	2	562	"B14A/OH43"	"N"	"Jode Edwards"	2	"08/22/19"	"08/26/19"	8	5.9	6.4	0.16	2	4.7	22.1	53	281	10.7	2847	350	9	23.6	24	3	60	12	0	58	40	28	32	"Clay Loam"	18.5481710213777	12.1190709949855	70.4619424650303	1.07373083024855	181.184659090909	2.77080496173133	17.5681446291898	44.3144562334218	898841	314.96	18.5481710213777	12.1190709949855	70.4619424650303	1.07373083024855	181.184659090909	2.77080496173133	17.5681446291898	44.3144562334218	898841	314.96
"IAH2-2-570"	"IAH2"	"B37/MO17"	2	570	"B37/MO17"	"N"	"Jode Edwards"	2	"08/22/19"	"08/26/19"	8	5.9	6.4	0.16	2	4.7	22.1	53	281	10.7	2847	350	9	23.6	24	3	60	12	0	58	40	28	32	"Clay Loam"	18.5481710213777	12.1190709949855	70.4619424650303	1.07373083024855	181.184659090909	2.77080496173133	17.5681446291898	44.3144562334218	898841	314.96	18.5481710213777	12.1190709949855	70.4619424650303	1.07373083024855	181.184659090909	2.77080496173133	17.5681446291898	44.3144562334218	898841	314.96
"IAH2-2-605"	"IAH2"	"B14A/MO17"	2	605	"B14A/MO17"	"N"	"Jode Edwards"	2	"08/22/19"	"08/26/19"	8	5.9	6.4	0.16	2	4.7	22.1	53	281	10.7	2847	350	9	23.6	24	3	60	12	0	58	40	28	32	"Clay Loam"	18.5481710213777	12.1190709949855	70.4619424650303	1.07373083024855	181.184659090909	2.77080496173133	17.5681446291898	44.3144562334218	898841	314.96	18.5481710213777	12.1190709949855	70.4619424650303	1.07373083024855	181.184659090909	2.77080496173133	17.5681446291898	44.3144562334218	898841	314.96
"IAH2-2-625"	"IAH2"	"B37/OH43"	2	625	"B37/OH43"	"N"	"Jode Edwards"	2	"08/22/19"	"08/26/19"	8	5.9	6.4	0.16	2	4.7	22.1	53	281	10.7	2847	350	9	23.6	24	3	60	12	0	58	40	28	32	"Clay Loam"	18.5481710213777	12.1190709949855	70.4619424650303	1.07373083024855	181.184659090909	2.77080496173133	17.5681446291898	44.3144562334218	898841	314.96	18.5481710213777	12.1190709949855	70.4619424650303	1.07373083024855	181.184659090909	2.77080496173133	17.5681446291898	44.3144562334218	898841	314.96
"IAH2-2-633"	"IAH2"	"CG44/CGR01"	2	633	"CG44/CGR01"	"N"	"Jode Edwards"	2	"08/22/19"	"08/26/19"	8	5.9	6.4	0.16	2	4.7	22.1	53	281	10.7	2847	350	9	23.6	24	3	60	12	0	58	40	28	32	"Clay Loam"	18.5481710213777	12.1190709949855	70.4619424650303	1.07373083024855	181.184659090909	2.77080496173133	17.5681446291898	44.3144562334218	898841	314.96	18.5481710213777	12.1190709949855	70.4619424650303	1.07373083024855	181.184659090909	2.77080496173133	17.5681446291898	44.3144562334218	898841	314.96
"IAH2-2-638"	"IAH2"	"B14A/H95"	2	638	"B14A/H95"	"N"	"Jode Edwards"	2	"08/22/19"	"08/26/19"	8	5.9	6.4	0.16	2	4.7	22.1	53	281	10.7	2847	350	9	23.6	24	3	60	12	0	58	40	28	32	"Clay Loam"	18.5481710213777	12.1190709949855	70.4619424650303	1.07373083024855	181.184659090909	2.77080496173133	17.5681446291898	44.3144562334218	898841	314.96	18.5481710213777	12.1190709949855	70.4619424650303	1.07373083024855	181.184659090909	2.77080496173133	17.5681446291898	44.3144562334218	898841	314.96
"IAH2-2-640"	"IAH2"	"PHG39/PHN82"	2	640	"PHG39/PHN82"	"N"	"Jode Edwards"	2	"08/22/19"	"08/26/19"	8	5.9	6.4	0.16	2	4.7	22.1	53	281	10.7	2847	350	9	23.6	24	3	60	12	0	58	40	28	32	"Clay Loam"	18.5481710213777	12.1190709949855	70.4619424650303	1.07373083024855	181.184659090909	2.77080496173133	17.5681446291898	44.3144562334218	898841	314.96	18.5481710213777	12.1190709949855	70.4619424650303	1.07373083024855	181.184659090909	2.77080496173133	17.5681446291898	44.3144562334218	898841	314.96
"IAH2-2-693"	"IAH2"	"PHW52/PHM49"	2	693	"PHW52/PHM49"	"N"	"Jode Edwards"	2	"08/22/19"	"08/26/19"	8	5.9	6.4	0.16	2	4.7	22.1	53	281	10.7	2847	350	9	23.6	24	3	60	12	0	58	40	28	32	"Clay Loam"	18.5481710213777	12.1190709949855	70.4619424650303	1.07373083024855	181.184659090909	2.77080496173133	17.5681446291898	44.3144562334218	898841	314.96	18.5481710213777	12.1190709949855	70.4619424650303	1.07373083024855	181.184659090909	2.77080496173133	17.5681446291898	44.3144562334218	898841	314.96
"IAH2-2-710"	"IAH2"	"F42/MO17"	2	710	"F42/MO17"	"N"	"Jode Edwards"	2	"08/22/19"	"08/26/19"	8	5.9	6.4	0.16	2	4.7	22.1	53	281	10.7	2847	350	9	23.6	24	3	60	12	0	58	40	28	32	"Clay Loam"	18.5481710213777	12.1190709949855	70.4619424650303	1.07373083024855	181.184659090909	2.77080496173133	17.5681446291898	44.3144562334218	898841	314.96	18.5481710213777	12.1190709949855	70.4619424650303	1.07373083024855	181.184659090909	2.77080496173133	17.5681446291898	44.3144562334218	898841	314.96
"IAH2-2-739"	"IAH2"	"CG119/CG108"	2	739	"CG119/CG108"	"N"	"Jode Edwards"	2	"08/22/19"	"08/26/19"	8	5.9	6.4	0.16	2	4.7	22.1	53	281	10.7	2847	350	9	23.6	24	3	60	12	0	58	40	28	32	"Clay Loam"	18.5481710213777	12.1190709949855	70.4619424650303	1.07373083024855	181.184659090909	2.77080496173133	17.5681446291898	44.3144562334218	898841	314.96	18.5481710213777	12.1190709949855	70.4619424650303	1.07373083024855	181.184659090909	2.77080496173133	17.5681446291898	44.3144562334218	898841	314.96
"IAH2-2-742"	"IAH2"	"PHW52/PHN82"	2	742	"PHW52/PHN82"	"N"	"Jode Edwards"	2	"08/22/19"	"08/26/19"	8	5.9	6.4	0.16	2	4.7	22.1	53	281	10.7	2847	350	9	23.6	24	3	60	12	0	58	40	28	32	"Clay Loam"	18.5481710213777	12.1190709949855	70.4619424650303	1.07373083024855	181.184659090909	2.77080496173133	17.5681446291898	44.3144562334218	898841	314.96	18.5481710213777	12.1190709949855	70.4619424650303	1.07373083024855	181.184659090909	2.77080496173133	17.5681446291898	44.3144562334218	898841	314.96
"IAH2-2-777"	"IAH2"	"F42/OH43"	2	777	"F42/OH43"	"N"	"Jode Edwards"	2	"08/22/19"	"08/26/19"	8	5.9	6.4	0.16	2	4.7	22.1	53	281	10.7	2847	350	9	23.6	24	3	60	12	0	58	40	28	32	"Clay Loam"	18.5481710213777	12.1190709949855	70.4619424650303	1.07373083024855	181.184659090909	2.77080496173133	17.5681446291898	44.3144562334218	898841	314.96	18.5481710213777	12.1190709949855	70.4619424650303	1.07373083024855	181.184659090909	2.77080496173133	17.5681446291898	44.3144562334218	898841	314.96
"IAH2-2-788"	"IAH2"	"B37/H95"	2	788	"B37/H95"	"N"	"Jode Edwards"	2	"08/22/19"	"08/26/19"	8	5.9	6.4	0.16	2	4.7	22.1	53	281	10.7	2847	350	9	23.6	24	3	60	12	0	58	40	28	32	"Clay Loam"	18.5481710213777	12.1190709949855	70.4619424650303	1.07373083024855	181.184659090909	2.77080496173133	17.5681446291898	44.3144562334218	898841	314.96	18.5481710213777	12.1190709949855	70.4619424650303	1.07373083024855	181.184659090909	2.77080496173133	17.5681446291898	44.3144562334218	898841	314.96
"IAH2-2-804"	"IAH2"	"2369/LH123HT"	2	804	"2369/LH123HT"	"N"	"Jode Edwards"	2	"08/22/19"	"08/26/19"	8	5.9	6.4	0.16	2	4.7	22.1	53	281	10.7	2847	350	9	23.6	24	3	60	12	0	58	40	28	32	"Clay Loam"	18.5481710213777	12.1190709949855	70.4619424650303	1.07373083024855	181.184659090909	2.77080496173133	17.5681446291898	44.3144562334218	898841	314.96	18.5481710213777	12.1190709949855	70.4619424650303	1.07373083024855	181.184659090909	2.77080496173133	17.5681446291898	44.3144562334218	898841	314.96
"IAH2-2-843"	"IAH2"	"B73/MO17"	2	843	"B73/MO17"	"N"	"Jode Edwards"	2	"08/22/19"	"08/26/19"	8	5.9	6.4	0.16	2	4.7	22.1	53	281	10.7	2847	350	9	23.6	24	3	60	12	0	58	40	28	32	"Clay Loam"	18.5481710213777	12.1190709949855	70.4619424650303	1.07373083024855	181.184659090909	2.77080496173133	17.5681446291898	44.3144562334218	898841	314.96	18.5481710213777	12.1190709949855	70.4619424650303	1.07373083024855	181.184659090909	2.77080496173133	17.5681446291898	44.3144562334218	898841	314.96
"IAH2-2-871"	"IAH2"	"B73/PHN82"	2	871	"B73/PHN82"	"N"	"Jode Edwards"	2	"08/22/19"	"08/26/19"	8	5.9	6.4	0.16	2	4.7	22.1	53	281	10.7	2847	350	9	23.6	24	3	60	12	0	58	40	28	32	"Clay Loam"	18.5481710213777	12.1190709949855	70.4619424650303	1.07373083024855	181.184659090909	2.77080496173133	17.5681446291898	44.3144562334218	898841	314.96	18.5481710213777	12.1190709949855	70.4619424650303	1.07373083024855	181.184659090909	2.77080496173133	17.5681446291898	44.3144562334218	898841	314.96
"IAH2-2-907"	"IAH2"	"B73/PHM49"	2	907	"B73/PHM49"	"N"	"Jode Edwards"	2	"08/22/19"	"08/26/19"	8	5.9	6.4	0.16	2	4.7	22.1	53	281	10.7	2847	350	9	23.6	24	3	60	12	0	58	40	28	32	"Clay Loam"	18.5481710213777	12.1190709949855	70.4619424650303	1.07373083024855	181.184659090909	2.77080496173133	17.5681446291898	44.3144562334218	898841	314.96	18.5481710213777	12.1190709949855	70.4619424650303	1.07373083024855	181.184659090909	2.77080496173133	17.5681446291898	44.3144562334218	898841	314.96
"IAH2-2-921"	"IAH2"	"LH74/PHN82"	2	921	"LH74/PHN82"	"N"	"Jode Edwards"	2	"08/22/19"	"08/26/19"	8	5.9	6.4	0.16	2	4.7	22.1	53	281	10.7	2847	350	9	23.6	24	3	60	12	0	58	40	28	32	"Clay Loam"	18.5481710213777	12.1190709949855	70.4619424650303	1.07373083024855	181.184659090909	2.77080496173133	17.5681446291898	44.3144562334218	898841	314.96	18.5481710213777	12.1190709949855	70.4619424650303	1.07373083024855	181.184659090909	2.77080496173133	17.5681446291898	44.3144562334218	898841	314.96
"IAH4-1-102"	"IAH4"	"B73/PHN82"	1	102	"B73/PHN82"	"N"	"Jode Edwards"	2	"08/22/19"	"08/26/19"	8	6.3	6.7	0.21	2	4.5	21.2	51	177	13.3	2988	289	9	20.8	14	2	72	12	0	42	46	24	30	"Sandy Clay Loam"	22.6836805555556	16.4418970959596	71.1253787878788	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	611220	220.218	22.6836805555556	16.4418970959596	71.1253787878788	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	611220	220.218
"IAH4-1-108"	"IAH4"	"F42/H95"	1	108	"F42/H95"	"N"	"Jode Edwards"	2	"08/22/19"	"08/26/19"	8	6.3	6.7	0.21	2	4.5	21.2	51	177	13.3	2988	289	9	20.8	14	2	72	12	0	42	46	24	30	"Sandy Clay Loam"	22.6836805555556	16.4418970959596	71.1253787878788	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	611220	220.218	22.6836805555556	16.4418970959596	71.1253787878788	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	611220	220.218
"IAH4-1-125"	"IAH4"	"CG119/CG108"	1	125	"CG119/CG108"	"N"	"Jode Edwards"	2	"08/22/19"	"08/26/19"	8	6.3	6.7	0.21	2	4.5	21.2	51	177	13.3	2988	289	9	20.8	14	2	72	12	0	42	46	24	30	"Sandy Clay Loam"	22.6836805555556	16.4418970959596	71.1253787878788	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	611220	220.218	22.6836805555556	16.4418970959596	71.1253787878788	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	611220	220.218
"IAH4-1-16"	"IAH4"	"B37/MO17"	1	16	"B37/MO17"	"N"	"Jode Edwards"	2	"08/22/19"	"08/26/19"	8	6.3	6.7	0.21	2	4.5	21.2	51	177	13.3	2988	289	9	20.8	14	2	72	12	0	42	46	24	30	"Sandy Clay Loam"	22.6836805555556	16.4418970959596	71.1253787878788	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	611220	220.218	22.6836805555556	16.4418970959596	71.1253787878788	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	611220	220.218
"IAH4-1-176"	"IAH4"	"B14A/OH43"	1	176	"B14A/OH43"	"N"	"Jode Edwards"	2	"08/22/19"	"08/26/19"	8	6.3	6.7	0.21	2	4.5	21.2	51	177	13.3	2988	289	9	20.8	14	2	72	12	0	42	46	24	30	"Sandy Clay Loam"	22.6836805555556	16.4418970959596	71.1253787878788	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	611220	220.218	22.6836805555556	16.4418970959596	71.1253787878788	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	611220	220.218
"IAH4-1-214"	"IAH4"	"PHW52/PHN82"	1	214	"PHW52/PHN82"	"N"	"Jode Edwards"	2	"08/22/19"	"08/26/19"	8	6.3	6.7	0.21	2	4.5	21.2	51	177	13.3	2988	289	9	20.8	14	2	72	12	0	42	46	24	30	"Sandy Clay Loam"	22.6836805555556	16.4418970959596	71.1253787878788	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	611220	220.218	22.6836805555556	16.4418970959596	71.1253787878788	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	611220	220.218
"IAH4-1-249"	"IAH4"	"B14A/H95"	1	249	"B14A/H95"	"N"	"Jode Edwards"	2	"08/22/19"	"08/26/19"	8	6.3	6.7	0.21	2	4.5	21.2	51	177	13.3	2988	289	9	20.8	14	2	72	12	0	42	46	24	30	"Sandy Clay Loam"	22.6836805555556	16.4418970959596	71.1253787878788	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	611220	220.218	22.6836805555556	16.4418970959596	71.1253787878788	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	611220	220.218
"IAH4-1-260"	"IAH4"	"PHW52/PHM49"	1	260	"PHW52/PHM49"	"N"	"Jode Edwards"	2	"08/22/19"	"08/26/19"	8	6.3	6.7	0.21	2	4.5	21.2	51	177	13.3	2988	289	9	20.8	14	2	72	12	0	42	46	24	30	"Sandy Clay Loam"	22.6836805555556	16.4418970959596	71.1253787878788	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	611220	220.218	22.6836805555556	16.4418970959596	71.1253787878788	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	611220	220.218
"IAH4-1-281"	"IAH4"	"2369/LH123HT"	1	281	"2369/LH123HT"	"N"	"Jode Edwards"	2	"08/22/19"	"08/26/19"	8	6.3	6.7	0.21	2	4.5	21.2	51	177	13.3	2988	289	9	20.8	14	2	72	12	0	42	46	24	30	"Sandy Clay Loam"	22.6836805555556	16.4418970959596	71.1253787878788	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	611220	220.218	22.6836805555556	16.4418970959596	71.1253787878788	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	611220	220.218
"IAH4-1-337"	"IAH4"	"B73/MO17"	1	337	"B73/MO17"	"N"	"Jode Edwards"	2	"08/22/19"	"08/26/19"	8	6.3	6.7	0.21	2	4.5	21.2	51	177	13.3	2988	289	9	20.8	14	2	72	12	0	42	46	24	30	"Sandy Clay Loam"	22.6836805555556	16.4418970959596	71.1253787878788	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	611220	220.218	22.6836805555556	16.4418970959596	71.1253787878788	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	611220	220.218
"IAH4-1-353"	"IAH4"	"F42/OH43"	1	353	"F42/OH43"	"N"	"Jode Edwards"	2	"08/22/19"	"08/26/19"	8	6.3	6.7	0.21	2	4.5	21.2	51	177	13.3	2988	289	9	20.8	14	2	72	12	0	42	46	24	30	"Sandy Clay Loam"	22.6836805555556	16.4418970959596	71.1253787878788	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	611220	220.218	22.6836805555556	16.4418970959596	71.1253787878788	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	611220	220.218
"IAH4-1-356"	"IAH4"	"F42/MO17"	1	356	"F42/MO17"	"N"	"Jode Edwards"	2	"08/22/19"	"08/26/19"	8	6.3	6.7	0.21	2	4.5	21.2	51	177	13.3	2988	289	9	20.8	14	2	72	12	0	42	46	24	30	"Sandy Clay Loam"	22.6836805555556	16.4418970959596	71.1253787878788	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	611220	220.218	22.6836805555556	16.4418970959596	71.1253787878788	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	611220	220.218
