SampleID	location	pedigree	rep_number	plot_number	Batch	Month	day	year
TXH1-1-237	TXH1	B14A_MO17	1	237	3165	5	28	2019
TXH1-1-242	TXH1	B73_MO17	1	242	3165	5	28	2019
TXH1-1-252	TXH1	B14A_H95	1	252	3165	5	28	2019
TXH1-1-255	TXH1	LH132_TX779	1	255	3165	5	28	2019
TXH1-1-281	TXH1	F42_MO17	1	281	3165	5	28	2019
TXH1-1-30	TXH1	LH74_PHN82	1	30	3165	5	28	2019
TXH1-1-310	TXH1	B37_MO17	1	310	3165	5	28	2019
TXH1-1-312	TXH1	PHW52_PHM49	1	312	3165	5	28	2019
TXH1-1-349	TXH1	TX777_LH195	1	349	3165	5	28	2019
TXH1-1-34	TXH1	2369_LH123HT	1	34	3165	5	28	2019
TXH1-1-49	TXH1	CG119_CG108	1	49	3165	5	28	2019
TXH1-1-64	TXH1	CG44_CGR01	1	64	3165	5	28	2019
TXH1-2-376	TXH1	B73_PHN82	2	376	3165	5	28	2019
TXH1-2-381	TXH1	B14A_OH43	2	381	3165	5	28	2019
TXH1-2-394	TXH1	TX777_LH195	2	394	3165	5	28	2019
TXH1-2-435	TXH1	B14A_MO17	2	435	3165	5	28	2019
TXH1-2-438	TXH1	TX714_TX779	2	438	3165	5	28	2019
TXH1-2-458	TXH1	B73_TX779	2	458	3165	5	28	2019
TXH1-2-472	TXH1	CG119_CG108	2	472	3165	5	28	2019
TXH1-2-476	TXH1	TX779_LH195	2	476	3165	5	28	2019
TXH1-2-512	TXH1	CG44_CGR01	2	512	3165	5	28	2019
TXH1-2-528	TXH1	B37_MO17	2	528	3165	5	28	2019
TXH1-2-562	TXH1	TX110_87916	2	562	3165	5	28	2019
TXH1-2-565	TXH1	B73_MO17	2	565	3165	5	28	2019
TXH1-2-585	TXH1	LH132_TX779	2	585	3165	5	28	2019
TXH1-2-595	TXH1	2369_LH123HT	2	595	3165	5	28	2019
TXH1-2-630	TXH1	PHG39_PHN82	2	630	3165	5	28	2019
TXH1-2-641	TXH1	PHW52_PHM49	2	641	3165	5	28	2019
TXH1-2-666	TXH1	LH74_PHN82	2	666	3165	5	28	2019
TXH1-2-672	TXH1	F42_H95	2	672	3165	5	28	2019
TXH1-2-694	TXH1	F42_MO17	2	694	3165	5	28	2019
TXH1-2-706	TXH1	B14A_H95	2	706	3165	5	28	2019
TXH2-1-110	TXH2	TX777_LH195	1	110	3165	5	28	2019
TXH2-1-119	TXH2	B14A_OH43	1	119	3165	5	28	2019
TXH2-1-120	TXH2	CG119_CG108	1	120	3165	5	28	2019
TXH2-1-125	TXH2	LH132_TX779	1	125	3165	5	28	2019
TXH2-1-142	TXH2	TX110_87916	1	142	3165	5	28	2019
TXH2-1-147	TXH2	B14A_H95	1	147	3165	5	28	2019
TXH2-1-14	TXH2	PHW52_PHM49	1	14	3165	5	28	2019
TXH2-1-153	TXH2	2369_LH123HT	1	153	3165	5	28	2019
TXH2-1-168	TXH2	B73_TX779	1	168	3165	5	28	2019
TXH2-1-169	TXH2	F42_OH43	1	169	3165	5	28	2019
TXH2-1-179	TXH2	PHW52_PHN82	1	179	3165	5	28	2019
TXH2-1-17	TXH2	PHG39_PHN82	1	17	3165	5	28	2019
TXH2-1-191	TXH2	B37_OH43	1	191	3165	5	28	2019
TXH2-1-194	TXH2	B73_PHN82	1	194	3165	5	28	2019
TXH2-1-195	TXH2	TX779_LH195	1	195	3165	5	28	2019
TXH2-1-221	TXH2	B73_MO17	1	221	3165	5	28	2019
TXH2-1-24	TXH2	B37_MO17	1	24	3165	5	28	2019
TXH2-1-253	TXH2	B37_H95	1	253	3165	5	28	2019
TXH2-1-25	TXH2	F42_H95	1	25	3165	5	28	2019
TXH2-1-34	TXH2	B73_PHM49	1	34	3165	5	28	2019
TXH2-1-35	TXH2	LH74_PHN82	1	35	3165	5	28	2019
TXH2-1-43	TXH2	TX714_TX779	1	43	3165	5	28	2019
TXH2-1-77	TXH2	CG44_CGR01	1	77	3165	5	28	2019
TXH2-1-85	TXH2	B14A_MO17	1	85	3165	5	28	2019
TXH2-2-277	TXH2	TX779_LH195	2	277	3165	5	28	2019
TXH2-2-288	TXH2	F42_H95	2	288	3165	5	28	2019
TXH2-2-302	TXH2	B73_TX779	2	302	3165	5	28	2019
TXH2-2-304	TXH2	B14A_H95	2	304	3165	5	28	2019
TXH2-2-331	TXH2	TX777_LH195	2	331	3165	5	28	2019
TXH2-2-335	TXH2	B73_PHN82	2	335	3165	5	28	2019
TXH2-2-340	TXH2	TX714_TX779	2	340	3165	5	28	2019
TXH2-2-350	TXH2	F42_MO17	2	350	3165	5	28	2019
TXH2-2-357	TXH2	TX110_87916	2	357	3165	5	28	2019
TXH2-2-367	TXH2	B37_H95	2	367	3165	5	28	2019
TXH2-2-368-1	TXH2	NA	NA	NA	3165	5	28	2019
TXH2-2-368-2	TXH2	NA	NA	NA	3165	5	28	2019
TXH2-2-369	TXH2	B14A_MO17	2	369	3165	5	28	2019
TXH2-2-378	TXH2	PHW52_PHM49	2	378	3165	5	28	2019
TXH2-2-386	TXH2	CG119_CG108	2	386	3165	5	28	2019
TXH2-2-412	TXH2	F42_OH43	2	412	3165	5	28	2019
TXH2-2-437	TXH2	B14A_OH43	2	437	3165	5	28	2019
TXH2-2-441	TXH2	B37_MO17	2	441	3165	5	28	2019
TXH2-2-456	TXH2	CG44_CGR01	2	456	3165	5	28	2019
TXH2-2-480	TXH2	B37_OH43	2	480	3165	5	28	2019
TXH2-2-489	TXH2	2369_LH123HT	2	489	3165	5	28	2019
TXH2-2-491	TXH2	B73_PHM49	2	491	3165	5	28	2019
TXH2-2-498	TXH2	B73_MO17	2	498	3165	5	28	2019
TXH2-2-505	TXH2	LH132_TX779	2	505	3165	5	28	2019
