"taxon_level","location","prevalence","is_core","taxon_name"
"Class","NYH2",0.6,TRUE,"d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria"
"Class","NYH3",0.5,FALSE,"d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria"
"Class","OHH1",0.778,TRUE,"d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria"
"Class","SCH1",0.289,FALSE,"d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria"
"Class","DEH1",0.13,FALSE,"d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia"
"Class","GAH2",0.133,FALSE,"d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia"
"Class","IAH2",0.639,TRUE,"d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia"
"Class","IAH4",0.283,FALSE,"d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia"
"Class","INH1",0,FALSE,"d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia"
"Class","MIH1",0.077,FALSE,"d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia"
"Class","MNH1",0.154,FALSE,"d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia"
"Class","MOH1",0.071,FALSE,"d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia"
"Class","NCH1",0.312,FALSE,"d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia"
"Class","NEH1",0.312,FALSE,"d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia"
"Class","NEH2",0.438,FALSE,"d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia"
"Class","NYH2",0.267,FALSE,"d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia"
"Class","NYH3",0.083,FALSE,"d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia"
"Class","OHH1",0.167,FALSE,"d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia"
"Class","SCH1",0.211,FALSE,"d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia"
"Class","DEH1",0.852,TRUE,"d__Bacteria; p__Actinobacteriota; c__Actinobacteria"
"Class","GAH2",0.978,TRUE,"d__Bacteria; p__Actinobacteriota; c__Actinobacteria"
"Class","IAH2",0.917,TRUE,"d__Bacteria; p__Actinobacteriota; c__Actinobacteria"
"Class","IAH4",0.933,TRUE,"d__Bacteria; p__Actinobacteriota; c__Actinobacteria"
"Class","INH1",0.727,TRUE,"d__Bacteria; p__Actinobacteriota; c__Actinobacteria"
"Class","MIH1",1,TRUE,"d__Bacteria; p__Actinobacteriota; c__Actinobacteria"
"Class","MNH1",1,TRUE,"d__Bacteria; p__Actinobacteriota; c__Actinobacteria"
"Class","MOH1",0.821,TRUE,"d__Bacteria; p__Actinobacteriota; c__Actinobacteria"
"Class","NCH1",0.896,TRUE,"d__Bacteria; p__Actinobacteriota; c__Actinobacteria"
