"level","taxon","term","SS","pval","herit","taxonomy"
"Class","cb8511ad5ea50e9f7b3dafef9fc40d54","Environment",83757.1312703073,1.1506177171924e-09,0.165239177918339,"d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae;NA;NA;NA;NA;NA"
"Class","cb8511ad5ea50e9f7b3dafef9fc40d54","Maize Genotype",33826.7093648131,0.0800054080572064,0.066734587996877,"d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae;NA;NA;NA;NA;NA"
"Class","cb8511ad5ea50e9f7b3dafef9fc40d54","GXE",126110.439557171,0.0783294492219265,0.248795356804857,"d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae;NA;NA;NA;NA;NA"
"Class","f1964556453eade23bc0429e3633329c","Environment",441861.824530956,1.41072555787574e-18,0.302443029903817,"d__Bacteria; p__Planctomycetota; c__Planctomycetes;NA;NA;NA;NA;NA"
"Class","f1964556453eade23bc0429e3633329c","Maize Genotype",72112.9433833518,0.257714884067869,0.0493594510349362,"d__Bacteria; p__Planctomycetota; c__Planctomycetes;NA;NA;NA;NA;NA"
"Class","f1964556453eade23bc0429e3633329c","GXE",232901.570025626,0.750069594995114,0.15941512164505,"d__Bacteria; p__Planctomycetota; c__Planctomycetes;NA;NA;NA;NA;NA"
"Class","0e0512c786be54fc95d590947866056e","Environment",22285.6822436219,1.25308634667691e-05,0.103043615080225,"d__Bacteria; p__Planctomycetota; c__Phycisphaerae;NA;NA;NA;NA;NA"
"Class","0e0512c786be54fc95d590947866056e","Maize Genotype",13765.9578367902,0.117679050398337,0.0636504660273881,"d__Bacteria; p__Planctomycetota; c__Phycisphaerae;NA;NA;NA;NA;NA"
"Class","0e0512c786be54fc95d590947866056e","GXE",65565.0854808171,0.00787840155233396,0.303157128291235,"d__Bacteria; p__Planctomycetota; c__Phycisphaerae;NA;NA;NA;NA;NA"
"Class","32b9305e737a714e7dae803040462d8a","Environment",21325.0635075416,4.53136472589092e-05,0.113706699731477,"d__Bacteria; p__Acidobacteriota; c__Blastocatellia;NA;NA;NA;NA;NA"
"Class","32b9305e737a714e7dae803040462d8a","Maize Genotype",9729.36225658446,0.499382093945679,0.0518776261696466,"d__Bacteria; p__Acidobacteriota; c__Blastocatellia;NA;NA;NA;NA;NA"
"Class","32b9305e737a714e7dae803040462d8a","GXE",36280.8752584841,0.860227627392969,0.193452112700752,"d__Bacteria; p__Acidobacteriota; c__Blastocatellia;NA;NA;NA;NA;NA"
"Class","d89f6cfb141fb171a96d71b914757ad9","Environment",244023.815401455,6.17064712514348e-21,0.35632834501542,"d__Bacteria; p__Deinococcota; c__Deinococci;NA;NA;NA;NA;NA"
"Class","d89f6cfb141fb171a96d71b914757ad9","Maize Genotype",16814.424737974,0.910431524480761,0.0245527516624218,"d__Bacteria; p__Deinococcota; c__Deinococci;NA;NA;NA;NA;NA"
"Class","d89f6cfb141fb171a96d71b914757ad9","GXE",78844.3900724674,0.993752624827024,0.115130119501053,"d__Bacteria; p__Deinococcota; c__Deinococci;NA;NA;NA;NA;NA"
"Class","cb67a4fe82a4e376010ebbde029c0cb8","Environment",4187765.03521549,8.76559949377414e-18,0.267892961525649,"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria;NA;NA;NA;NA;NA"
"Class","cb67a4fe82a4e376010ebbde029c0cb8","Maize Genotype",823740.618866961,0.140212446051542,0.0526950084499872,"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria;NA;NA;NA;NA;NA"
"Class","cb67a4fe82a4e376010ebbde029c0cb8","GXE",3522751.10139363,0.0533581793948375,0.225351760983295,"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria;NA;NA;NA;NA;NA"
"Class","10c06dd3fbac9571ab7420789032d1b2","Environment",26091.9377398961,3.23685736600584e-06,0.107467976498635,"d__Bacteria; p__Myxococcota; c__Polyangia;NA;NA;NA;NA;NA"
"Class","10c06dd3fbac9571ab7420789032d1b2","Maize Genotype",15971.8741263773,0.0749912342108182,0.0657852632626858,"d__Bacteria; p__Myxococcota; c__Polyangia;NA;NA;NA;NA;NA"
"Class","10c06dd3fbac9571ab7420789032d1b2","GXE",77772.6171764202,0.00138115787656832,0.320331355925815,"d__Bacteria; p__Myxococcota; c__Polyangia;NA;NA;NA;NA;NA"
"Class","bf6135823365c9b9db52706e2a2e0efc","Environment",522459.990413868,3.85420525505563e-05,0.109238044107824,"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria;NA;NA;NA;NA;NA"
"Class","bf6135823365c9b9db52706e2a2e0efc","Maize Genotype",192495.409598969,0.710839728494354,0.0402477173949121,"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria;NA;NA;NA;NA;NA"
"Class","bf6135823365c9b9db52706e2a2e0efc","GXE",1157801.3142124,0.347876101012697,0.242077773132146,"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria;NA;NA;NA;NA;NA"
"Order","435c8c86221e4553c04b2298666b0a56","Environment",29981.7332911011,1.07947521067359e-08,0.141710992644621,"d__Archaea; p__Crenarchaeota; c__Nitrososphaeria; o__Nitrososphaerales;NA;NA;NA;NA"
"Order","435c8c86221e4553c04b2298666b0a56","Maize Genotype",8447.98671292139,0.496467809899758,0.0399300657941611,"d__Archaea; p__Crenarchaeota; c__Nitrososphaeria; o__Nitrososphaerales;NA;NA;NA;NA"
"Order","435c8c86221e4553c04b2298666b0a56","GXE",69030.3316243799,0.000547172054823356,0.326277227607175,"d__Archaea; p__Crenarchaeota; c__Nitrososphaeria; o__Nitrososphaerales;NA;NA;NA;NA"
"Order","d64ed148e8c9945d479ec92055719bf8","Environment",59179.4929830887,1.132583470703e-07,0.148267185584655,"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales;NA;NA;NA;NA"
"Order","d64ed148e8c9945d479ec92055719bf8","Maize Genotype",29910.1174110271,0.0758023092182682,0.07493624405175,"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales;NA;NA;NA;NA"
"Order","d64ed148e8c9945d479ec92055719bf8","GXE",79397.6548014598,0.651239833377133,0.198921386886474,"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales;NA;NA;NA;NA"
"Order","c99f42810e2c0436c0d362b36a17da0e","Environment",257642.261265062,1.201511606785e-07,0.136774372374264,"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales;NA;NA;NA;NA"
"Order","c99f42810e2c0436c0d362b36a17da0e","Maize Genotype",114066.567537779,0.158023281942806,0.0605544412910413,"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales;NA;NA;NA;NA"
"Order","c99f42810e2c0436c0d362b36a17da0e","GXE",504743.013334421,0.0477356753380103,0.267952580916397,"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales;NA;NA;NA;NA"
"Order","65de1f76f4dc8874af10be8088455e67","Environment",191800.246111289,1.68510118858638e-09,0.173848171525006,"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales;NA;NA;NA;NA"
"Order","65de1f76f4dc8874af10be8088455e67","Maize Genotype",92450.7586105375,0.0264315133948609,0.0837975741241537,"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales;NA;NA;NA;NA"
"Order","65de1f76f4dc8874af10be8088455e67","GXE",206340.801196377,0.693152186147809,0.187027763135303,"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales;NA;NA;NA;NA"
"Order","cdb523cfe6de0da595dd1abd4ea64112","Environment",731051.196950235,2.23893177226453e-17,0.284641992497817,"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales;NA;NA;NA;NA"
"Order","cdb523cfe6de0da595dd1abd4ea64112","Maize Genotype",123694.953925155,0.294479102686906,0.0481618500784407,"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales;NA;NA;NA;NA"
"Order","cdb523cfe6de0da595dd1abd4ea64112","GXE",443047.282765355,0.625404993697352,0.172504828475999,"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales;NA;NA;NA;NA"
"Order","71ba5ac4b76fd36a08e2bcd4091cdd36","Environment",50313.6749544769,1.37788390903525e-13,0.222584868571425,"d__Bacteria; p__Chloroflexi; c__Chloroflexia; o__Chloroflexales;NA;NA;NA;NA"
"Order","71ba5ac4b76fd36a08e2bcd4091cdd36","Maize Genotype",11912.3744638774,0.218377564271502,0.0526996747268967,"d__Bacteria; p__Chloroflexi; c__Chloroflexia; o__Chloroflexales;NA;NA;NA;NA"
"Order","71ba5ac4b76fd36a08e2bcd4091cdd36","GXE",50687.56953662,0.148437435076932,0.224238957176584,"d__Bacteria; p__Chloroflexi; c__Chloroflexia; o__Chloroflexales;NA;NA;NA;NA"
"Order","4bc4cff97301f281c2b1b927b8b70006","Environment",540945.501425838,8.63066684628249e-24,0.308656041040549,"d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales;NA;NA;NA;NA"
"Order","4bc4cff97301f281c2b1b927b8b70006","Maize Genotype",141468.184370388,0.000734051434575627,0.0807197945187916,"d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales;NA;NA;NA;NA"
"Order","4bc4cff97301f281c2b1b927b8b70006","GXE",410066.099443944,0.00193272252236497,0.233978059685667,"d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales;NA;NA;NA;NA"
"Order","7a11ad49b2fa58c14045d6370673dca7","Environment",22568.3668884583,4.30850989157298e-06,0.138659314467359,"d__Bacteria; p__Armatimonadota; c__Armatimonadia; o__Armatimonadales;NA;NA;NA;NA"
